image_path,crop_type,N,P,K,temperature,humidity,ph,rainfall,before_temp,after_temp,thermal_delta,health_status,green_ratio,efficiency_score,deficiency
../datasets/selected_plant_images\grape\grape_Leaf_blight_(Isariopsis_Leaf_Spot)_f25aadb8-560d-4b91-a98b-1edb9ee8c3e0___FAM_L.Blight 4678.JPG,grapes,7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,17.54,19.42,1.88,stressed,0.3741828762755102,22.0,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_5373b361-a0ee-477a-b8e9-f889d062ac1c___JR_B.Spot 3209.JPG,pigeonpeas,38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,33.86,35.62,1.75,stressed,0.5268455038265306,45.62,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_5373b361-a0ee-477a-b8e9-f889d062ac1c___JR_B.Spot 3209.JPG,pigeonpeas,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,36.12,37.64,1.53,stressed,0.5268455038265306,39.82,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_5373b361-a0ee-477a-b8e9-f889d062ac1c___JR_B.Spot 3209.JPG,pigeonpeas,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,25.75,27.13,1.39,stressed,0.5268455038265306,41.68,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_5373b361-a0ee-477a-b8e9-f889d062ac1c___JR_B.Spot 3209.JPG,pigeonpeas,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,19.47,20.77,1.3,stressed,0.5268455038265306,42.18,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_5373b361-a0ee-477a-b8e9-f889d062ac1c___JR_B.Spot 3209.JPG,pigeonpeas,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,29.78,31.08,1.3,stressed,0.5268455038265306,39.94,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_61ff52bd-c262-4198-8067-76d89a0468a9___NREC_B.Spot 9176.JPG,pigeonpeas,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,26.41,28.21,1.8,stressed,0.3723692602040816,46.62,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_61ff52bd-c262-4198-8067-76d89a0468a9___NREC_B.Spot 9176.JPG,pigeonpeas,28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,30.29,31.73,1.43,stressed,0.3723692602040816,45.64,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_61ff52bd-c262-4198-8067-76d89a0468a9___NREC_B.Spot 9176.JPG,pigeonpeas,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,36.07,38.11,2.04,stressed,0.3723692602040816,39.57,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_61ff52bd-c262-4198-8067-76d89a0468a9___NREC_B.Spot 9176.JPG,pigeonpeas,20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,35.47,37.34,1.88,stressed,0.3723692602040816,41.02,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_61ff52bd-c262-4198-8067-76d89a0468a9___NREC_B.Spot 9176.JPG,pigeonpeas,35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,29.71,31.53,1.82,stressed,0.3723692602040816,43.26,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG,pigeonpeas,27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,26.54,28.51,1.96,stressed,0.48465401785714285,45.57,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG,pigeonpeas,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,27.24,28.88,1.64,stressed,0.48465401785714285,44.6,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG,pigeonpeas,26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,36.64,38.2,1.55,stressed,0.48465401785714285,44.51,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG,pigeonpeas,16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,19.06,20.31,1.24,stressed,0.48465401785714285,40.18,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG,pigeonpeas,27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,25.35,26.74,1.39,stressed,0.48465401785714285,42.06,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6b645d69-0103-40e0-b459-9cdf2ef888e7___JR_B.Spot 3253.JPG,pigeonpeas,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,36.81,38.2,1.39,stressed,0.5487284757653061,42.26,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6b645d69-0103-40e0-b459-9cdf2ef888e7___JR_B.Spot 3253.JPG,pigeonpeas,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,29.74,31.37,1.63,stressed,0.5487284757653061,46.23,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6b645d69-0103-40e0-b459-9cdf2ef888e7___JR_B.Spot 3253.JPG,pigeonpeas,17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,30.24,31.9,1.65,stressed,0.5487284757653061,41.41,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6b645d69-0103-40e0-b459-9cdf2ef888e7___JR_B.Spot 3253.JPG,pigeonpeas,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,25.27,26.55,1.28,stressed,0.5487284757653061,41.11,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_6b645d69-0103-40e0-b459-9cdf2ef888e7___JR_B.Spot 3253.JPG,pigeonpeas,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,37.35,38.48,1.13,stressed,0.5487284757653061,47.91,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,pigeonpeas,6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,27.07,28.38,1.32,stressed,0.360172193877551,39.4,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,pigeonpeas,20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,35.22,37.19,1.98,stressed,0.360172193877551,41.02,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,pigeonpeas,6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,27.19,29.28,2.1,stressed,0.360172193877551,39.4,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,pigeonpeas,7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,20.11,22.23,2.12,stressed,0.360172193877551,37.52,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,pigeonpeas,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,18.28,20.51,2.23,stressed,0.360172193877551,39.72,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221.JPG,pigeonpeas,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,34.56,37.06,2.5,stressed,0.22219786352040816,46.71,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221.JPG,pigeonpeas,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,29.25,31.69,2.44,stressed,0.22219786352040816,41.24,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221.JPG,pigeonpeas,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,30.72,32.82,2.09,stressed,0.22219786352040816,47.04,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221.JPG,pigeonpeas,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,29.24,31.63,2.38,stressed,0.22219786352040816,39.72,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot 3221.JPG,pigeonpeas,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,27.51,29.82,2.32,stressed,0.22219786352040816,43.39,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_d28d81c9-d06f-4e9c-b9f6-8347273320b6___NREC_B.Spot 1983.JPG,pigeonpeas,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,32.75,34.38,1.63,stressed,0.39182079081632654,44.64,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_d28d81c9-d06f-4e9c-b9f6-8347273320b6___NREC_B.Spot 1983.JPG,pigeonpeas,18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,21.68,23.48,1.8,stressed,0.39182079081632654,43.36,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_d28d81c9-d06f-4e9c-b9f6-8347273320b6___NREC_B.Spot 1983.JPG,pigeonpeas,16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,19.01,20.41,1.4,stressed,0.39182079081632654,40.18,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_d28d81c9-d06f-4e9c-b9f6-8347273320b6___NREC_B.Spot 1983.JPG,pigeonpeas,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,19.68,21.0,1.33,stressed,0.39182079081632654,47.01,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_d28d81c9-d06f-4e9c-b9f6-8347273320b6___NREC_B.Spot 1983.JPG,pigeonpeas,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,30.51,31.88,1.38,stressed,0.39182079081632654,45.74,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_da3fdd83-69de-4688-8386-71e01138f324___JR_B.Spot 8994.JPG,pigeonpeas,26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,36.15,38.17,2.02,stressed,0.4429408482142857,44.51,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_da3fdd83-69de-4688-8386-71e01138f324___JR_B.Spot 8994.JPG,pigeonpeas,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,31.48,33.16,1.68,stressed,0.4429408482142857,40.09,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_da3fdd83-69de-4688-8386-71e01138f324___JR_B.Spot 8994.JPG,pigeonpeas,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,30.12,31.87,1.75,stressed,0.4429408482142857,37.46,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_da3fdd83-69de-4688-8386-71e01138f324___JR_B.Spot 8994.JPG,pigeonpeas,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,23.95,25.27,1.31,stressed,0.4429408482142857,43.9,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_da3fdd83-69de-4688-8386-71e01138f324___JR_B.Spot 8994.JPG,pigeonpeas,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,19.2,21.25,2.05,stressed,0.4429408482142857,39.62,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_e1a8a7b1-5e9a-4da0-a894-9d83821b0d01___NREC_B.Spot 9170.JPG,pigeonpeas,23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,30.97,32.63,1.66,stressed,0.3655333227040816,42.5,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_e1a8a7b1-5e9a-4da0-a894-9d83821b0d01___NREC_B.Spot 9170.JPG,pigeonpeas,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,29.55,31.41,1.85,stressed,0.3655333227040816,46.06,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_e1a8a7b1-5e9a-4da0-a894-9d83821b0d01___NREC_B.Spot 9170.JPG,pigeonpeas,36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,35.67,37.84,2.17,stressed,0.3655333227040816,46.44,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_e1a8a7b1-5e9a-4da0-a894-9d83821b0d01___NREC_B.Spot 9170.JPG,pigeonpeas,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,30.21,31.62,1.41,stressed,0.3655333227040816,46.23,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_e1a8a7b1-5e9a-4da0-a894-9d83821b0d01___NREC_B.Spot 9170.JPG,pigeonpeas,6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,35.64,37.05,1.41,stressed,0.3655333227040816,39.0,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_f75755aa-4cac-4e64-9244-453eb4697044___NREC_B.Spot 1964.JPG,pigeonpeas,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,37.29,38.51,1.22,stressed,0.40469547193877553,38.71,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_f75755aa-4cac-4e64-9244-453eb4697044___NREC_B.Spot 1964.JPG,pigeonpeas,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,29.76,31.4,1.64,stressed,0.40469547193877553,41.24,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_f75755aa-4cac-4e64-9244-453eb4697044___NREC_B.Spot 1964.JPG,pigeonpeas,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,28.99,30.22,1.22,stressed,0.40469547193877553,42.87,K_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_f75755aa-4cac-4e64-9244-453eb4697044___NREC_B.Spot 1964.JPG,pigeonpeas,16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,31.84,33.59,1.76,stressed,0.40469547193877553,38.89,N_deficient
../datasets/selected_plant_images\pepper\pepper_Bacterial_spot_f75755aa-4cac-4e64-9244-453eb4697044___NREC_B.Spot 1964.JPG,pigeonpeas,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,25.09,26.48,1.39,stressed,0.40469547193877553,44.64,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_238821ef-0422-4edf-a574-d3df77b42ac5___JR_HL 5835.JPG,pigeonpeas,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,29.81,28.14,-1.67,healthy,0.4296077806122449,72.06,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_238821ef-0422-4edf-a574-d3df77b42ac5___JR_HL 5835.JPG,pigeonpeas,6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,26.47,24.56,-1.91,healthy,0.4296077806122449,67.8,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_238821ef-0422-4edf-a574-d3df77b42ac5___JR_HL 5835.JPG,pigeonpeas,26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,36.8,34.86,-1.94,healthy,0.4296077806122449,70.51,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_238821ef-0422-4edf-a574-d3df77b42ac5___JR_HL 5835.JPG,pigeonpeas,18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,21.77,19.86,-1.91,healthy,0.4296077806122449,69.36,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_238821ef-0422-4edf-a574-d3df77b42ac5___JR_HL 5835.JPG,pigeonpeas,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,22.55,20.67,-1.88,healthy,0.4296077806122449,69.9,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL 8247.JPG,pigeonpeas,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,23.34,21.46,-1.88,healthy,0.48563058035714285,69.9,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL 8247.JPG,pigeonpeas,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,29.25,26.95,-2.3,healthy,0.48563058035714285,79.7,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL 8247.JPG,pigeonpeas,16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,33.69,31.0,-2.69,healthy,0.48563058035714285,79.64,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL 8247.JPG,pigeonpeas,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,37.52,35.69,-1.83,healthy,0.48563058035714285,73.91,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL 8247.JPG,pigeonpeas,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,30.14,28.17,-1.97,healthy,0.48563058035714285,72.06,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3959822d-97f0-4fff-8272-43e8471aaf60___JR_HL 7832.JPG,pigeonpeas,20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,35.72,33.11,-2.6,healthy,0.5833266900510204,79.02,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3959822d-97f0-4fff-8272-43e8471aaf60___JR_HL 7832.JPG,pigeonpeas,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,20.01,18.07,-1.93,healthy,0.5833266900510204,68.71,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3959822d-97f0-4fff-8272-43e8471aaf60___JR_HL 7832.JPG,pigeonpeas,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,35.05,32.46,-2.6,healthy,0.5833266900510204,84.79,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3959822d-97f0-4fff-8272-43e8471aaf60___JR_HL 7832.JPG,pigeonpeas,16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,32.1,29.31,-2.78,healthy,0.5833266900510204,76.89,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3959822d-97f0-4fff-8272-43e8471aaf60___JR_HL 7832.JPG,pigeonpeas,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,19.29,16.5,-2.79,healthy,0.5833266900510204,77.72,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3ba0eff1-bb0f-4624-8693-1890087db1d3___JR_HL 8510.JPG,pigeonpeas,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,34.56,31.86,-2.7,healthy,0.5213847257653061,84.79,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3ba0eff1-bb0f-4624-8693-1890087db1d3___JR_HL 8510.JPG,pigeonpeas,6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,25.59,23.14,-2.45,healthy,0.5213847257653061,79.8,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3ba0eff1-bb0f-4624-8693-1890087db1d3___JR_HL 8510.JPG,pigeonpeas,1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,24.87,22.57,-2.3,healthy,0.5213847257653061,75.01,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3ba0eff1-bb0f-4624-8693-1890087db1d3___JR_HL 8510.JPG,pigeonpeas,35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,30.17,27.83,-2.34,healthy,0.5213847257653061,81.26,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_3ba0eff1-bb0f-4624-8693-1890087db1d3___JR_HL 8510.JPG,pigeonpeas,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,31.72,29.5,-2.22,healthy,0.5213847257653061,75.46,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_733c8247-142b-4d35-8f0c-05bc74de95fe___JR_HL 8432.JPG,pigeonpeas,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,20.38,18.36,-2.02,healthy,0.4668765943877551,81.78,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_733c8247-142b-4d35-8f0c-05bc74de95fe___JR_HL 8432.JPG,pigeonpeas,27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,27.37,24.7,-2.67,healthy,0.4668765943877551,83.57,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_733c8247-142b-4d35-8f0c-05bc74de95fe___JR_HL 8432.JPG,pigeonpeas,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,19.74,17.18,-2.55,healthy,0.4668765943877551,80.18,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_733c8247-142b-4d35-8f0c-05bc74de95fe___JR_HL 8432.JPG,pigeonpeas,13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,29.96,27.65,-2.3,healthy,0.4668765943877551,78.74,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_733c8247-142b-4d35-8f0c-05bc74de95fe___JR_HL 8432.JPG,pigeonpeas,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,33.68,31.54,-2.14,healthy,0.4668765943877551,76.91,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_767e7fa6-726c-4621-aa4a-6024824a1528___JR_HL 8519.JPG,pigeonpeas,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,18.3,15.7,-2.59,healthy,0.5587531887755102,80.71,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_767e7fa6-726c-4621-aa4a-6024824a1528___JR_HL 8519.JPG,pigeonpeas,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,28.95,26.36,-2.59,healthy,0.5587531887755102,82.08,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_767e7fa6-726c-4621-aa4a-6024824a1528___JR_HL 8519.JPG,pigeonpeas,20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,34.89,32.36,-2.54,healthy,0.5587531887755102,79.02,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_767e7fa6-726c-4621-aa4a-6024824a1528___JR_HL 8519.JPG,pigeonpeas,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,21.39,19.07,-2.32,healthy,0.5587531887755102,80.16,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_767e7fa6-726c-4621-aa4a-6024824a1528___JR_HL 8519.JPG,pigeonpeas,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,17.88,15.58,-2.29,healthy,0.5587531887755102,77.72,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_7da94264-f28b-4db8-8476-6fb2a0961e39___JR_HL 8427.JPG,pigeonpeas,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,29.99,28.04,-1.95,healthy,0.5557238520408163,69.67,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_7da94264-f28b-4db8-8476-6fb2a0961e39___JR_HL 8427.JPG,pigeonpeas,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,27.09,24.99,-2.09,healthy,0.5557238520408163,79.86,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_7da94264-f28b-4db8-8476-6fb2a0961e39___JR_HL 8427.JPG,pigeonpeas,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,36.86,34.24,-2.62,healthy,0.5557238520408163,77.82,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_7da94264-f28b-4db8-8476-6fb2a0961e39___JR_HL 8427.JPG,pigeonpeas,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,35.47,33.45,-2.02,healthy,0.5557238520408163,80.82,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_7da94264-f28b-4db8-8476-6fb2a0961e39___JR_HL 8427.JPG,pigeonpeas,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,31.55,29.24,-2.31,healthy,0.5557238520408163,77.5,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_a023e1ca-2ac6-4889-86d9-8cc018732c69___JR_HL 8658.JPG,pigeonpeas,30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,27.99,25.92,-2.06,healthy,0.5371492346938775,83.93,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_a023e1ca-2ac6-4889-86d9-8cc018732c69___JR_HL 8658.JPG,pigeonpeas,17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,31.57,28.96,-2.61,healthy,0.5371492346938775,79.41,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_a023e1ca-2ac6-4889-86d9-8cc018732c69___JR_HL 8658.JPG,pigeonpeas,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,34.18,31.53,-2.65,healthy,0.5371492346938775,80.82,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_a023e1ca-2ac6-4889-86d9-8cc018732c69___JR_HL 8658.JPG,pigeonpeas,10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,20.45,18.07,-2.38,healthy,0.5371492346938775,75.58,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_a023e1ca-2ac6-4889-86d9-8cc018732c69___JR_HL 8658.JPG,pigeonpeas,13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,31.23,29.25,-1.98,healthy,0.5371492346938775,66.74,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_c1443eb8-9c20-46b7-8f19-cd9c78c76674___JR_HL 7745.JPG,pigeonpeas,3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,26.12,23.63,-2.48,healthy,0.5831074617346939,78.9,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_c1443eb8-9c20-46b7-8f19-cd9c78c76674___JR_HL 7745.JPG,pigeonpeas,7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,22.33,19.85,-2.47,healthy,0.5831074617346939,75.92,N_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_c1443eb8-9c20-46b7-8f19-cd9c78c76674___JR_HL 7745.JPG,pigeonpeas,34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,24.38,21.63,-2.75,healthy,0.5831074617346939,82.07,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_c1443eb8-9c20-46b7-8f19-cd9c78c76674___JR_HL 7745.JPG,pigeonpeas,29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,18.97,16.46,-2.51,healthy,0.5831074617346939,80.83,K_deficient
../datasets/selected_plant_images\pepper\pepper_healthy_c1443eb8-9c20-46b7-8f19-cd9c78c76674___JR_HL 7745.JPG,pigeonpeas,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,30.18,27.87,-2.31,healthy,0.5831074617346939,81.67,K_deficient
